country_eng,import_value_usd,import_value_baht,export_value_usd,export_value_baht,trade_value_usd,trade_balance_usd,year,month,data_type
Spain,36136880.83,1261611714.93,21576589.88,753282462.02,57713470.71,-14560290.95,2023,2,overview
Belgium,36062915.4,1156750221.88,24769698.3,794510196.58,60832613.69,-11293217.1,2023,2,overview
Switzerland,358384713.82,12441340498.16,22333111.18,775294899.28,380717825.0,-336051602.63,2023,2,overview
Sweden,40253284.8,1209391309.56,24280179.0,729486739.51,64533463.8,-15973105.79,2023,2,overview
Poland,32676088.29,1090412800.14,23380042.45,780200412.21,56056130.74,-9296045.84,2023,2,overview
Russian Federation,216576233.36,7329418141.83,21727127.75,735293996.96,238303361.11,-194849105.61,2023,2,overview
United States of America,994866997.23,33994906324.03,2510692375.58,85791118163.18,3505559372.81,1515825378.34,2023,2,overview
Canada,35940531.38,1274875930.8,154148666.12,5467933184.22,190089197.5,118208134.74,2023,2,overview
Brazil,199417377.8,7270542199.5,120202495.14,4382453139.52,319619872.93,-79214882.66,2023,2,overview
Mexico,35226087.53,1250384477.9,126582017.09,4493152673.55,161808104.62,91355929.56,2023,2,overview
Argentina,38635784.18,1218069237.91,25436737.02,801943264.05,64072521.2,-13199047.16,2023,2,overview
Chile,37487435.86,1281989708.95,24532976.06,838975035.46,62020411.92,-12954459.81,2023,2,overview
South Africa,129671315.6,4266034588.77,160731436.98,5287876246.83,290402752.58,31060121.38,2023,2,overview
Nigeria,43454394.64,1492794770.78,92593006.31,3180860228.07,136047400.95,49138611.68,2023,2,overview
Kenya,40325097.79,1356345221.56,24648570.74,829061129.94,64973668.52,-15676527.05,2023,2,overview
Ghana,34574402.77,1146273254.94,21659671.98,718100696.29,56234074.75,-12914730.79,2023,2,overview
Morocco,34312367.72,1177165857.99,25382625.94,870810224.65,59694993.66,-8929741.78,2023,2,overview
Algeria,40704887.89,1427528901.46,21665360.84,759808719.89,62370248.73,-19039527.05,2023,2,overview
Libya,46131415.1,1557664277.39,24080034.28,813081695.34,70211449.38,-22051380.82,2023,2,overview
Tanzania,40306850.66,1322897516.51,24809822.94,814274809.51,65116673.6,-15497027.73,2023,2,overview
Australia,474683793.75,17334709857.45,680652968.3,24856382026.46,1155336762.05,205969174.56,2023,2,overview
New Zealand,35223773.95,1100014130.4,23602341.03,737084807.56,58826114.98,-11621432.92,2023,2,overview
Saudi Arabia,1499391449.21,46234033429.34,211244113.34,6513754232.26,1710635562.55,-1288147335.86,2023,3,overview
United Arab Emirates,1118322477.34,38017816370.78,202079293.68,6869765774.33,1320401771.02,-916243183.66,2023,3,overview
Kuwait,540716197.66,18991175417.93,27470651.88,964831405.14,568186849.54,-513245545.77,2023,3,overview
Qatar,412328399.22,13326851667.96,26361989.36,852044929.64,438690388.59,-385966409.86,2023,3,overview
Iran,120573913.13,4179282534.1,34534956.6,1197036217.67,155108869.73,-86038956.53,2023,3,overview
Iraq,324400176.0,10776480879.44,27971092.74,929191684.94,352371268.75,-296429083.26,2023,3,overview
Bahrain,73903021.36,2404489131.28,24896343.75,810020847.03,98799365.11,-49006677.61,2023,3,overview
Oman,270085850.16,9042550368.88,27190553.75,910347401.29,297276403.91,-242895296.41,2023,3,overview
Israel,43842704.2,1654477087.03,51593686.0,1946973228.24,95436390.2,7750981.81,2023,3,overview
Jordan,47549405.53,1552496994.24,27479177.83,897200301.66,75028583.36,-20070227.7,2023,3,overview
Lebanon,42733010.56,1428959535.59,26321656.34,880176269.39,69054666.9,-16411354.22,2023,3,overview
Turkey,37664055.27,1206932463.68,93041355.76,2981480138.82,130705411.03,55377300.49,2023,3,overview
Egypt,45067987.87,1587167523.91,26090826.74,918845389.74,71158814.61,-18977161.13,2023,3,overview
Yemen,39075766.06,1378598403.95,25001136.84,882043548.18,64076902.9,-14074629.22,2023,3,overview
Malaysia,895967397.43,32323699693.07,759545200.43,27402013770.25,1655512597.86,-136422197.0,2023,3,overview
Singapore,669962245.3,21834980487.52,571754280.27,18634249378.76,1241716525.56,-98207965.03,2023,3,overview
Indonesia,523614608.68,17971287635.28,648486890.04,22257103288.07,1172101498.72,124872281.36,2023,3,overview
Vietnam,462506242.42,15002193128.29,1116696359.38,36221985592.09,1579202601.79,654190116.96,2023,3,overview
Philippines,252038250.82,8129247861.48,586019521.4,18901487871.93,838057772.21,333981270.58,2023,3,overview
Myanmar,226881721.49,7984552118.57,269475762.0,9483546106.35,496357483.49,42594040.52,2023,3,overview
Cambodia,47778609.16,1491584644.42,238436896.55,7443682848.86,286215505.71,190658287.39,2023,3,overview
Brunei Darussalam,46386533.49,1499084843.31,26463089.49,855214075.57,72849622.97,-19923444.0,2023,3,overview
China,4793542689.52,158564093839.42,2699891356.51,89308858632.95,7493434046.03,-2093651333.01,2023,3,overview
Japan,2825947534.75,99905097187.15,2064141444.7,72973135242.2,4890088979.45,-761806090.05,2023,3,overview
"Korea, Republic of",664614257.54,23361689120.08,466632417.55,16402479105.05,1131246675.09,-197981839.99,2023,3,overview
Taiwan,552279354.64,19171445045.81,301809465.37,10476805861.01,854088820.01,-250469889.27,2023,3,overview
Hong Kong,290626163.98,9270391448.59,874501912.08,27894856184.36,1165128076.05,583875748.1,2023,3,overview
India,524960909.55,16406605918.97,679433824.77,21234348707.35,1204394734.32,154472915.22,2023,3,overview
Bangladesh,40063452.92,1359915486.69,27079346.22,919182436.97,67142799.14,-12984106.71,2023,3,overview
Pakistan,43272634.98,1381902731.01,28045537.25,895628485.23,71318172.23,-15227097.73,2023,3,overview
Sri Lanka,36833220.04,1218989826.51,25697938.52,850469374.82,62531158.55,-11135281.52,2023,3,overview
Germany,433550209.42,13126394420.34,321793230.07,9742781269.25,755343439.49,-111756979.36,2023,3,overview
United Kingdom,212550158.54,7414662679.03,332619133.96,11603184377.16,545169292.49,120068975.42,2023,3,overview
France,194183027.21,6071994618.27,165758296.73,5183169199.33,359941323.94,-28424730.48,2023,3,overview
Netherlands,184378923.07,6195178722.63,326100749.62,10957068149.85,510479672.69,141721826.55,2023,3,overview
Italy,37190122.25,1225617839.77,24755269.6,815821465.9,61945391.86,-12434852.65,2023,3,overview
Spain,46061333.86,1529990781.98,28232830.07,937792420.0,74294163.93,-17828503.8,2023,3,overview
Belgium,45506513.23,1548515157.41,26780593.7,911301532.78,72287106.93,-18725919.54,2023,3,overview
Switzerland,363543708.08,11850596684.24,26739889.74,871652133.29,390283597.83,-336803818.34,2023,3,overview
Sweden,44621646.92,1490417136.93,27631210.45,922915948.13,72252857.37,-16990436.47,2023,3,overview
Poland,45683997.7,1525742546.06,29457312.12,983807824.64,75141309.82,-16226685.58,2023,3,overview
Russian Federation,252189311.48,7805436351.79,28480315.24,881485763.93,280669626.72,-223708996.24,2023,3,overview
United States of America,971950093.03,32827220753.98,2913566184.46,98404517890.77,3885516277.49,1941616091.43,2023,3,overview
Canada,39917551.66,1280989130.78,171902429.34,5516499243.39,211819981.0,131984877.68,2023,3,overview
Brazil,213036273.21,7255963952.28,143039880.34,4871903736.65,356076153.55,-69996392.87,2023,3,overview
Mexico,44265513.34,1371147536.86,127190965.1,3939806982.01,171456478.43,82925451.76,2023,3,overview
Argentina,49370255.92,1576885793.46,27860018.38,889848885.19,77230274.3,-21510237.54,2023,3,overview
Chile,46885512.88,1527030010.62,26450564.14,861477303.91,73336077.02,-20434948.75,2023,3,overview
South Africa,137630650.66,4470844321.64,150132550.35,4876960596.93,287763201.01,12501899.68,2023,3,overview
Nigeria,44764115.24,1522142314.14,102148671.45,3473425405.69,146912786.69,57384556.21,2023,3,overview
Kenya,50962289.2,1554467648.23,24994853.57,762400823.49,75957142.77,-25967435.63,2023,3,overview
Ghana,37233828.21,1191678096.17,26279803.79,841091772.26,63513632.0,-10954024.41,2023,3,overview
Morocco,45070545.24,1378941206.91,26882167.85,822464622.37,71952713.09,-18188377.4,2023,3,overview
Algeria,37896545.35,1258284424.06,27229745.94,904113155.01,65126291.29,-10666799.42,2023,3,overview
Libya,42823098.83,1443441913.42,23073598.45,777743787.94,65896697.28,-19749500.38,2023,3,overview
Tanzania,48844337.05,1549771672.26,27191546.63,862754850.16,76035883.69,-21652790.42,2023,3,overview
Australia,533896140.17,18465834337.85,631810912.95,21852406814.2,1165707053.12,97914772.79,2023,3,overview
New Zealand,44623607.91,1452453298.76,22837362.09,743333035.17,67460970.0,-21786245.81,2023,3,overview
Saudi Arabia,1422851973.76,46365276976.48,222574115.52,7252834942.91,1645426089.28,-1200277858.24,2023,4,overview
United Arab Emirates,990087691.0,31709831743.72,191224471.83,6124402800.06,1181312162.84,-798863219.17,2023,4,overview
Kuwait,454123422.17,15654417531.28,26625015.82,917810212.1,480748437.99,-427498406.35,2023,4,overview
Qatar,443176874.65,14909999875.5,31255224.64,1051533647.49,474432099.29,-411921650.01,2023,4,overview
Iran,140918209.59,4635866761.24,36210853.5,1191249112.77,177129063.09,-104707356.09,2023,4,overview
Iraq,313386878.42,10591317192.1,26776458.23,904945235.19,340163336.65,-286610420.19,2023,4,overview
Bahrain,67695102.09,2119886163.57,25078197.87,785328968.02,92773299.96,-42616904.22,2023,4,overview
Oman,319306208.63,10682944260.52,28604208.74,957003526.09,347910417.37,-290701999.89,2023,4,overview
Israel,41864239.66,1374199652.59,57616722.04,1891277138.92,99480961.7,15752482.38,2023,4,overview
Jordan,46516906.1,1546240718.36,25296123.08,840853332.84,71813029.18,-21220783.02,2023,4,overview
Lebanon,44182667.69,1506680198.36,25759330.39,878423034.27,69941998.08,-18423337.31,2023,4,overview
Turkey,40107373.03,1364722721.07,114719187.42,3903518724.48,154826560.45,74611814.39,2023,4,overview
Egypt,42515010.34,1388772432.47,25639214.96,837516788.67,68154225.3,-16875795.38,2023,4,overview
Yemen,46765209.82,1573665383.03,27104452.72,912074149.63,73869662.54,-19660757.09,2023,4,overview
Malaysia,1043669764.44,31755980012.58,702012270.62,21360288851.92,1745682035.06,-341657493.82,2023,4,overview
Singapore,780081798.65,26202286532.19,674596263.4,22659116797.46,1454678062.06,-105485535.25,2023,4,overview
Indonesia,584550729.18,18309423485.6,679200787.11,21274072928.18,1263751516.29,94650057.92,2023,4,overview
Vietnam,480853273.01,15651681144.99,978945892.32,31864499682.01,1459799165.33,498092619.31,2023,4,overview
Philippines,252352776.04,8188970600.42,554368110.98,17989515446.92,806720887.01,302015334.94,2023,4,overview
Myanmar,231900234.74,7309498056.28,274890639.38,8664556103.15,506790874.12,42990404.64,2023,4,overview
Cambodia,48026867.55,1513672701.55,273329496.41,8614582177.69,321356363.96,225302628.86,2023,4,overview
Brunei Darussalam,53932136.63,1767362005.03,28485859.5,933484725.68,82417996.13,-25446277.12,2023,4,overview
China,5091109496.17,166896628637.28,3148315362.57,103207998236.08,8239424858.74,-1942794133.6,2023,4,overview
Japan,2820260696.22,92445920080.69,2021690897.11,66269432238.23,4841951593.34,-798569799.11,2023,4,overview
"Korea, Republic of",720080476.85,24122077222.35,464095538.4,15546801747.55,1184176015.26,-255984938.45,2023,4,overview
Taiwan,668941826.25,20860205690.7,326219520.19,10172792348.16,995161346.44,-342722306.06,2023,4,overview
Hong Kong,253798770.09,8267910940.48,874684199.79,28494271513.69,1128482969.89,620885429.7,2023,4,overview
India,545355428.24,17704351777.09,580699381.17,18851753532.82,1126054809.42,35343952.93,2023,4,overview
Bangladesh,49220077.42,1658255095.67,26781708.97,902292472.85,76001786.39,-22438368.45,2023,4,overview
Pakistan,45222795.51,1476854001.21,28003690.61,914524678.37,73226486.12,-17219104.91,2023,4,overview
Sri Lanka,48173903.54,1563485580.44,24048292.17,780488091.76,72222195.72,-24125611.37,2023,4,overview
Germany,468183939.0,16498534646.42,381487570.78,13443404139.72,849671509.78,-86696368.22,2023,4,overview
United Kingdom,221513522.09,7090972195.63,358023847.58,11460867600.9,579537369.67,136510325.48,2023,4,overview
France,202377630.68,6401166437.97,194896692.24,6164545760.53,397274322.93,-7480938.44,2023,4,overview
Netherlands,187426750.22,6360959688.47,318821149.43,10820272329.96,506247899.65,131394399.2,2023,4,overview
Italy,44916457.02,1574485398.46,26765533.09,938229411.35,71681990.1,-18150923.93,2023,4,overview
Spain,45372146.49,1481943813.2,29254162.29,955498652.07,74626308.77,-16117984.2,2023,4,overview
Belgium,51831098.64,1662678654.34,25950919.82,832473969.81,77782018.47,-25880178.82,2023,4,overview
Switzerland,410488268.21,14531946179.86,26463253.68,936841824.82,436951521.9,-384025014.53,2023,4,overview
Sweden,48996280.73,1483610310.21,27100512.96,820605152.95,76096793.7,-21895767.77,2023,4,overview
Poland,45662654.1,1586814974.63,27663098.29,961315532.02,73325752.39,-17999555.8,2023,4,overview
Russian Federation,309269592.41,10577568286.02,25936316.14,887067988.04,335205908.56,-283333276.27,2023,4,overview
United States of America,1164808432.52,39309995595.3,3178277926.86,107260634296.58,4343086359.38,2013469494.35,2023,4,overview
Canada,38626381.78,1207709395.76,180658777.84,5648556591.71,219285159.62,142032396.06,2023,4,overview
Brazil,224960331.73,7526661196.9,147956526.5,4950288960.96,372916858.22,-77003805.23,2023,4,overview
Mexico,49933815.12,1550570347.7,140951091.03,4376885317.54,190884906.15,91017275.92,2023,4,overview
Argentina,36510394.42,1193127206.32,27766664.99,907389908.0,64277059.41,-8743729.42,2023,4,overview
Chile,42159014.52,1344783404.5,23706783.06,756196244.08,65865797.58,-18452231.46,2023,4,overview
South Africa,135065261.46,4495369887.78,173410409.99,5771609419.51,308475671.45,38345148.53,2023,4,overview
Nigeria,51616715.37,1771567656.24,100666567.9,3455036503.03,152283283.27,49049852.54,2023,4,overview
Kenya,45906383.67,1484852432.87,28964937.66,936877504.12,74871321.33,-16941446.01,2023,4,overview
Ghana,49654254.59,1587984400.23,28088077.39,898280098.88,77742331.98,-21566177.21,2023,4,overview
Morocco,45689341.42,1541273621.86,26914126.98,907914902.66,72603468.4,-18775214.44,2023,4,overview
Algeria,41416923.47,1391317089.73,27375567.14,919626356.09,68792490.61,-14041356.32,2023,4,overview
Libya,45854154.61,1566425341.94,30396805.42,1038386308.33,76250960.03,-15457349.19,2023,4,overview
Tanzania,45705963.59,1528567316.92,27915675.91,933597860.49,73621639.5,-17790287.68,2023,4,overview
Australia,566506465.82,18438488477.85,624861748.48,20337819327.19,1191368214.3,58355282.66,2023,4,overview
New Zealand,40302265.6,1326296204.39,30246082.34,995360027.7,70548347.93,-10056183.26,2023,4,overview
Saudi Arabia,1378345813.64,46358576274.82,250073550.2,8410845548.68,1628419363.83,-1128272263.44,2023,5,overview
United Arab Emirates,1018874347.51,33110613921.15,185607813.25,6031743423.88,1204482160.76,-833266534.26,2023,5,overview
Kuwait,481844926.59,15768225618.0,26453781.24,865691777.55,508298707.83,-455391145.35,2023,5,overview
Qatar,462375165.22,16057132798.77,24679801.61,857067770.33,487054966.84,-437695363.61,2023,5,overview
Iran,138856445.74,4665710220.31,37445491.86,1258204566.04,176301937.6,-101410953.88,2023,5,overview
Iraq,306071607.23,9931836348.31,29022237.38,941753842.26,335093844.61,-277049369.85,2023,5,overview
Bahrain,69311062.37,2442349308.02,29284522.39,1031913673.47,98595584.76,-40026539.99,2023,5,overview
Oman,296236177.97,9544449441.35,30067469.75,968745434.1,326303647.71,-266168708.22,2023,5,overview
Israel,40702219.68,1468608223.91,62675816.1,2261454527.34,103378035.78,21973596.42,2023,5,overview
Jordan,52426478.62,1639273675.81,27247839.5,851986766.68,79674318.12,-25178639.13,2023,5,overview
Lebanon,42688117.93,1401832204.94,24228439.05,795636064.14,66916556.98,-18459678.88,2023,5,overview
Turkey,52661197.71,1761700553.48,110730702.82,3704327833.86,163391900.53,58069505.11,2023,5,overview
Egypt,51802228.67,1867641144.97,27094826.5,976857832.04,78897055.17,-24707402.17,2023,5,overview
Yemen,54103819.12,1738555816.97,27706310.6,890306234.29,81810129.72,-26397508.52,2023,5,overview
Malaysia,985393774.13,30808501080.8,725907843.43,22695630078.16,1711301617.56,-259485930.7,2023,5,overview
Singapore,823199322.24,27357603204.05,665704913.2,22123549393.49,1488904235.43,-157494409.04,2023,5,overview
Indonesia,587327602.21,19476278954.05,631146529.93,20929351577.69,1218474132.14,43818927.73,2023,5,overview
Vietnam,448004814.71,15470925506.38,1089438073.28,37621504774.16,1537442887.99,641433258.57,2023,5,overview
Philippines,296423216.71,9341500567.81,621740792.09,19593579837.51,918164008.8,325317575.38,2023,5,overview
Myanmar,226927090.72,7641115665.2,297001189.98,10000658970.01,523928280.7,70074099.26,2023,5,overview
Cambodia,52387553.43,1874016134.78,289420022.21,10353180399.95,341807575.64,237032468.78,2023,5,overview
Brunei Darussalam,48682733.13,1582905805.45,30379255.08,987773203.09,79061988.21,-18303478.04,2023,5,overview
China,4672000559.1,165479770822.66,3004051546.46,106401905384.85,7676052105.56,-1667949012.64,2023,5,overview
Japan,2963349076.65,103912806261.28,2225095618.47,78025208618.54,5188444695.11,-738253458.18,2023,5,overview
"Korea, Republic of",615732474.93,20948728164.05,413569911.94,14070662202.93,1029302386.88,-202162562.99,2023,5,overview
Taiwan,654070730.09,21647524705.7,342490756.75,11335283444.38,996561486.84,-311579973.34,2023,5,overview
Hong Kong,292789183.56,9912591290.51,872524589.37,29539956156.07,1165313772.92,579735405.81,2023,5,overview
India,554170623.29,19961409526.37,717127444.9,25831168251.39,1271298068.19,162956821.61,2023,5,overview
Bangladesh,47577967.52,1461368753.19,28613560.83,878872425.59,76191528.36,-18964406.69,2023,5,overview
Pakistan,44682730.77,1544926834.04,27567496.15,953159393.42,72250226.92,-17115234.61,2023,5,overview
Sri Lanka,44385595.8,1464616690.2,29783801.64,982793002.92,74169397.45,-14601794.16,2023,5,overview
Germany,460052390.37,14911800246.08,380766966.54,12341900758.02,840819356.91,-79285423.82,2023,5,overview
United Kingdom,225324638.04,7351907767.15,282114928.33,9204865259.7,507439566.36,56790290.29,2023,5,overview
France,179499142.35,6035714233.38,178961350.56,6017630817.89,358460492.91,-537791.79,2023,5,overview
Netherlands,196502237.16,6777975794.08,332734683.05,11477058277.66,529236920.22,136232445.89,2023,5,overview
Italy,48815431.19,1577017435.51,27339074.13,883208352.99,76154505.32,-21476357.05,2023,5,overview
Spain,47834536.35,1678837551.05,29285238.33,1027817170.28,77119774.68,-18549298.02,2023,5,overview
Belgium,51113712.7,1678931639.59,26787100.47,879875636.65,77900813.17,-24326612.24,2023,5,overview
Switzerland,393374398.44,13535404973.39,30392315.02,1045752579.59,423766713.46,-362982083.42,2023,5,overview
Sweden,46428189.42,1462562040.05,25190989.26,793556352.25,71619178.68,-21237200.17,2023,5,overview
Poland,47684498.45,1495003486.64,28766585.3,901889433.96,76451083.75,-18917913.16,2023,5,overview
Russian Federation,280998359.28,8787706653.48,29413942.56,919866932.3,310412301.84,-251584416.72,2023,5,overview
United States of America,1219007749.28,42526815921.04,2896461890.9,101047185080.95,4115469640.19,1677454141.62,2023,5,overview
Canada,44675110.87,1443577677.46,171335726.12,5536336111.31,216010836.99,126660615.25,2023,5,overview
Brazil,231557235.04,7566363718.27,135649025.04,4432467253.09,367206260.08,-95908209.99,2023,5,overview
Mexico,47913469.89,1576392995.14,138082791.06,4543038629.1,185996260.95,90169321.17,2023,5,overview
Argentina,40285554.78,1324032901.12,28877403.56,949090377.9,69162958.33,-11408151.22,2023,5,overview
Chile,52678427.13,1595500864.67,25895374.03,784307617.02,78573801.15,-26783053.1,2023,5,overview
South Africa,146922367.13,4626196065.65,172657323.13,5436521644.35,319579690.26,25734955.99,2023,5,overview
Nigeria,40955603.9,1438408546.29,125775074.71,4417367225.36,166730678.61,84819470.81,2023,5,overview
Kenya,37380161.43,1326856978.83,26973580.41,957461981.0,64353741.85,-10406581.02,2023,5,overview
Ghana,44889366.45,1462309762.27,26901028.6,876324168.52,71790395.05,-17988337.86,2023,5,overview
Morocco,42481984.63,1468976940.85,24181302.33,836160924.1,66663286.96,-18300682.3,2023,5,overview
Algeria,39786368.88,1365860841.27,28553888.05,980251243.12,68340256.94,-11232480.83,2023,5,overview
Libya,41248755.15,1436272116.92,25929638.78,902864026.87,67178393.93,-15319116.37,2023,5,overview
Tanzania,48656129.09,1693397433.99,26617280.02,926371138.11,75273409.11,-22038849.07,2023,5,overview
Australia,614052800.41,19434623550.44,762738080.86,24140476941.46,1376790881.27,148685280.45,2023,5,overview
New Zealand,45123124.84,1476298137.7,28641506.31,937067248.13,73764631.15,-16481618.53,2023,5,overview
Saudi Arabia,1535266468.04,47222654409.48,208873101.51,6424645163.29,1744139569.56,-1326393366.53,2023,6,overview
United Arab Emirates,1158930172.62,37154637357.57,182912795.49,5864079428.6,1341842968.11,-976017377.13,2023,6,overview
Kuwait,490406880.16,16144619843.41,28604658.35,941690162.66,519011538.51,-461802221.81,2023,6,overview
Qatar,500884479.63,16429558840.79,28717436.73,941963338.35,529601916.37,-472167042.9,2023,6,overview
Iran,156246055.27,5281832873.37,34081699.61,1152117671.37,190327754.88,-122164355.67,2023,6,overview
Iraq,288653901.18,9000521420.6,26644510.78,830802871.57,315298411.95,-262009390.4,2023,6,overview
Bahrain,80924219.48,2668860133.55,28410550.7,936972721.12,109334770.18,-52513668.78,2023,6,overview
Oman,260313364.7,8292230702.08,27875260.3,887960898.83,288188625.0,-232438104.4,2023,6,overview
Israel,49060196.7,1716846450.67,52591109.95,1840409670.79,101651306.64,3530913.25,2023,6,overview
Jordan,41219389.65,1463939630.39,26717263.49,948885006.98,67936653.13,-14502126.16,2023,6,overview
Lebanon,45942991.65,1531215928.83,25555765.23,851738064.64,71498756.88,-20387226.42,2023,6,overview
Turkey,45789706.34,1435790905.35,106600814.56,3342595798.85,152390520.9,60811108.22,2023,6,overview
Egypt,58141966.69,1750750490.79,27985254.22,842682151.07,86127220.91,-30156712.47,2023,6,overview
Yemen,53288046.76,1697240294.63,29956174.8,954113164.95,83244221.57,-23331871.96,2023,6,overview
Malaysia,880933650.21,28744532461.48,802633350.52,26189623240.55,1683567000.73,-78300299.68,2023,6,overview
Singapore,644254023.48,20840982622.62,707275527.21,22879666148.41,1351529550.69,63021503.73,2023,6,overview
Indonesia,746131920.42,23502025613.04,787024204.8,24790070647.25,1533156125.21,40892284.38,2023,6,overview
Vietnam,515343870.03,15563358654.25,1082863362.48,32702418450.67,1598207232.52,567519492.45,2023,6,overview
Philippines,275898781.1,8913157060.66,589370443.28,19040139673.25,865269224.38,313471662.18,2023,6,overview
Myanmar,232153799.59,7698159859.67,311728196.99,10336826265.52,543881996.58,79574397.41,2023,6,overview
Cambodia,44388720.03,1477989609.11,301639988.84,10043559915.27,346028708.87,257251268.8,2023,6,overview
Brunei Darussalam,37997728.92,1276257955.76,29538700.74,992138290.74,67536429.65,-8459028.18,2023,6,overview
China,4767662126.14,152524232023.98,3059735748.76,97885259678.37,7827397874.91,-1707926377.38,2023,6,overview
Japan,2932883471.75,98576077553.21,1998384898.3,67166986555.56,4931268370.05,-934498573.45,2023,6,overview
"Korea, Republic of",880596021.13,28056050595.87,438115870.1,13958501655.0,1318711891.23,-442480151.03,2023,6,overview
Taiwan,628547656.71,19739819233.94,336665232.71,10573121648.07,965212889.42,-291882424.0,2023,6,overview
Hong Kong,295224660.11,9979042495.28,1016495330.25,34359088068.96,1311719990.36,721270670.14,2023,6,overview
India,449524614.65,15466366872.0,719454378.56,24753584128.41,1168978993.22,269929763.91,2023,6,overview
Bangladesh,50761254.51,1691887027.42,29411869.97,980305978.22,80173124.48,-21349384.54,2023,6,overview
Pakistan,51531338.83,1626867004.77,32954843.62,1040398890.2,84486182.44,-18576495.21,2023,6,overview
Sri Lanka,51705501.51,1696224334.46,28363011.17,930462491.42,80068512.68,-23342490.33,2023,6,overview
Germany,417488911.31,13152613480.85,372124175.43,11723438188.89,789613086.74,-45364735.88,2023,6,overview
United Kingdom,229168211.66,7408237686.37,303926743.75,9824929647.28,533094955.42,74758532.09,2023,6,overview
France,184214127.04,5632876587.97,191873770.92,5867092222.53,376087897.96,7659643.88,2023,6,overview
Netherlands,168381867.57,5355190450.79,342847186.8,10903858041.79,511229054.37,174465319.23,2023,6,overview
Italy,51691809.44,1752876661.73,29074696.26,985927114.44,80766505.7,-22617113.18,2023,6,overview
Spain,52971916.36,1702425747.19,27852372.74,895127073.55,80824289.09,-25119543.62,2023,6,overview
Belgium,50919443.45,1666033501.04,29724136.59,972544159.92,80643580.04,-21195306.86,2023,6,overview
Switzerland,423189375.51,13986053574.49,28075064.2,927857301.6,451264439.71,-395114311.3,2023,6,overview
Sweden,47680815.85,1579015925.2,26424639.87,875088364.64,74105455.72,-21256175.99,2023,6,overview
Poland,52918862.76,1748788232.73,29576663.61,977408027.8,82495526.36,-23342199.15,2023,6,overview
Russian Federation,281903941.16,9619873309.56,29315964.99,1000397042.9,311219906.15,-252587976.17,2023,6,overview
United States of America,1198079555.23,40120296604.41,2965520550.8,99306897914.04,4163600106.03,1767440995.56,2023,6,overview
Canada,49427610.53,1643583998.14,175058405.95,5821102651.91,224486016.48,125630795.42,2023,6,overview
Brazil,196848774.0,6690991123.23,148312465.1,5041217007.68,345161239.11,-48536308.9,2023,6,overview
Mexico,50446655.65,1688125205.25,138286984.76,4627576229.55,188733640.41,87840329.11,2023,6,overview
Argentina,53022416.24,1747419525.54,31790180.89,1047684861.37,84812597.14,-21232235.35,2023,6,overview
Chile,48130529.15,1479955869.35,31098209.78,956232538.98,79228738.94,-17032319.37,2023,6,overview
South Africa,139109182.72,4794092055.12,189669068.26,6536527319.77,328778250.98,50559885.55,2023,6,overview
Nigeria,49006156.47,1613534300.32,100477896.48,3308248271.04,149484052.95,51471740.02,2023,6,overview
Kenya,45353602.17,1441608690.3,29316357.69,931849158.26,74669959.86,-16037244.49,2023,6,overview
Ghana,43694045.31,1521981879.2,23842195.81,830488221.66,67536241.13,-19851849.5,2023,6,overview
Morocco,46077673.89,1520408547.65,28919046.69,954231454.37,74996720.58,-17158627.21,2023,6,overview
Algeria,43535211.58,1371012072.17,25683288.49,808818822.57,69218500.07,-17851923.09,2023,6,overview
Libya,44846174.58,1426396421.42,29397621.95,935033213.87,74243796.54,-15448552.63,2023,6,overview
Tanzania,54250636.33,1856052028.65,30906834.69,1057401297.12,85157471.01,-23343801.64,2023,6,overview
Australia,565732066.79,18484159039.76,853862096.67,27898229072.07,1419594163.46,288130029.87,2023,6,overview
New Zealand,47480956.53,1616856409.58,28948357.83,985770745.1,76429314.36,-18532598.71,2023,6,overview
Saudi Arabia,1471333704.85,47377694824.2,224464328.14,7227865712.78,1695798032.98,-1246869376.71,2023,7,overview
United Arab Emirates,1177335304.96,38157405813.96,197347532.99,6396028277.42,1374682837.95,-979987771.97,2023,7,overview
Kuwait,488893974.48,16590758166.75,27535611.94,934428940.83,516429586.42,-461358362.53,2023,7,overview
Qatar,534068895.6,17282545897.95,25316574.16,819247963.29,559385469.76,-508752321.44,2023,7,overview
Iran,135638680.11,4468967315.16,41382671.95,1363459215.28,177021352.06,-94256008.16,2023,7,overview
Iraq,302955199.25,9813640560.0,29251477.43,947544343.51,332206676.68,-273703721.81,2023,7,overview
Bahrain,67352993.35,2397838155.02,26000187.79,925634321.81,93353181.15,-41352805.56,2023,7,overview
Oman,288606286.56,9415826101.95,28241382.52,921379606.42,316847669.09,-260364904.04,2023,7,overview
Israel,47757355.68,1596922553.32,57255457.04,1914522471.94,105012812.72,9498101.36,2023,7,overview
Jordan,47095421.67,1555781078.5,29946108.28,989259401.04,77041529.95,-17149313.39,2023,7,overview
Lebanon,43015695.01,1291824638.64,26628172.72,799683222.51,69643867.74,-16387522.29,2023,7,overview
Turkey,54233450.57,1722177487.95,119730281.14,3802022417.12,173963731.71,65496830.58,2023,7,overview
Egypt,45614445.9,1610820369.03,26573396.7,938408169.49,72187842.59,-19041049.2,2023,7,overview
Yemen,41365791.92,1358337123.13,28256426.37,927862156.78,69622218.29,-13109365.55,2023,7,overview
